Generation,Train,Test
0,1,1
1,1,1
2,1,1
3,1,1
4,1,1
5,1,1
6,1,1
7,1,1
8,1,1
9,1,1
10,1,1
11,1.12534,1
12,1.12534,1
13,1.12534,1
14,1.12534,1
15,1.12534,1
16,1.12534,1
17,1.23785,1
18,1.26775,1
19,1.26775,1
20,1.26775,1
21,1.26775,1
22,1.31145,1
23,1.31145,1
24,1.31145,1
25,1.31145,1
26,1.31145,1
27,1.31145,1
28,1.31145,1
29,1.31145,1
30,1.31145,1
31,1.31145,1
32,1.31145,1
33,1.31145,1
34,1.31145,1
35,1.31145,1
36,1.31145,1
37,1.31145,1
38,1.31145,1
39,1.31145,1
40,1.3162,1
41,1.3162,1
42,1.3162,1
43,1.3162,1
44,1.3162,1
45,1.3162,1
46,1.31648,1
47,1.31748,1
48,1.33329,1
49,1.33329,1
50,1.33329,1
51,1.33329,1
52,1.35416,1
53,1.42025,1
54,1.42025,1
55,1.42025,1
56,1.42025,1
57,1.42025,1
58,1.42025,1
59,1.43619,1
60,1.43619,1
61,1.43619,1
62,1.43619,1
63,1.43619,1
64,1.43619,1
65,1.44269,1
66,1.44269,1
67,1.44269,1
68,1.44269,1
69,1.44269,1
70,1.44269,1
71,1.44269,1
72,1.44269,1
73,1.44269,1
74,1.44269,1
75,1.44269,1
76,1.44269,1
77,1.44269,1
78,1.44269,1
79,1.44424,1
80,1.44424,1
81,1.44424,1
82,1.44424,1
83,1.44424,1
84,1.44424,1
85,1.44424,1
86,1.44719,1
87,1.44719,1
88,1.44719,1
89,1.45843,1
90,1.45843,1
91,1.46635,1
92,1.46635,1
93,1.46635,1
94,1.46635,1
95,1.47102,1
96,1.49716,1
97,1.49716,1
98,1.49716,1
99,1.49716,1
100,1.49716,1
101,1.49716,1
102,1.49716,1
103,1.49716,1
104,1.49716,1
105,1.49716,1
106,1.49716,1
107,1.50063,1
108,1.50063,1
109,1.50063,1
110,1.50063,1
111,1.50063,1
112,1.5113,1
113,1.5113,1
114,1.5113,1
115,1.5113,1
116,1.5113,1
117,1.5113,1
118,1.5113,1
119,1.5113,1
120,1.5113,1
121,1.5113,1
122,1.5113,1
123,1.55808,1
124,1.55808,1
125,1.55808,1
126,1.55808,1
127,1.55808,1
128,1.56103,1
129,1.56173,1
130,1.56173,1
131,1.56173,1
132,1.56173,1
133,1.56173,1
134,1.56173,1
135,1.56173,1
136,1.56173,1
137,1.56173,1
138,1.56173,1
139,1.56173,1
140,1.56173,1
141,1.56173,1
142,1.56173,1
143,1.56173,1
144,1.56173,1
145,1.56173,1
146,1.56173,1
147,1.56173,1
148,1.56173,1
149,1.56173,1
150,1.56173,1
151,1.56173,1
152,1.56173,1
153,1.56173,1
154,1.56173,1
155,1.56173,1
156,1.56173,1
157,1.56173,1
158,1.56173,1
159,1.56173,1
160,1.56173,1
161,1.56173,1
162,1.56173,1
163,1.56173,1
164,1.56173,1
165,1.56173,1
166,1.56173,1
167,1.56173,1
168,1.56519,1
169,1.56519,1
170,1.56519,1
171,1.56519,1
172,1.56519,1
173,1.56519,1
174,1.56519,1
175,1.56519,1
176,1.56519,1
177,1.56519,1
178,1.56519,1
179,1.56519,1
180,1.56519,1
181,1.56519,1
182,1.56519,1
183,1.56519,1
184,1.56519,1
185,1.56519,1
186,1.56519,1
187,1.56519,1
188,1.56519,1
189,1.56519,1
190,1.56519,1
191,1.56519,1
192,1.56519,1
193,1.56519,1
194,1.56519,1
195,1.56519,1
196,1.56519,1
197,1.56519,1
198,1.56519,1
199,1.56519,1
200,1.56519,1
201,1.56519,1
202,1.56519,1
203,1.56519,1
204,1.56519,1
205,1.56519,1
206,1.56519,1
207,1.56519,1
208,1.56519,1
209,1.56519,1
210,1.56519,1
211,1.56519,1
212,1.56519,1
213,1.56519,1
214,1.56519,1
215,1.56519,1
216,1.56519,1
217,1.56519,1
218,1.56519,1
219,1.56519,1
220,1.56519,1
221,1.56519,1
222,1.56519,1
223,1.56519,1
224,1.56519,1
225,1.56519,1
226,1.56519,1
227,1.56519,1
228,1.56519,1
229,1.56519,1
230,1.56519,1
231,1.56519,1
232,1.56519,1
233,1.56519,1
234,1.56519,1
235,1.56519,1
236,1.56519,1
237,1.56519,1
238,1.56519,1
239,1.56519,1.13102
240,1.67047,1.06412
241,1.67047,1.06412
242,1.67047,1.06412
243,1.67047,1.06412
244,1.6707,1.01701
245,1.6707,1.01701
246,1.6707,1.01701
247,1.6707,1.01701
248,1.69219,1.13046
249,1.69219,1.13046
250,1.69219,1.13046
251,1.69219,1.13046
252,1.82893,0.931664
253,1.82893,0.931664
254,1.84384,0.931664
255,1.87806,1.00528
256,1.87806,1.00528
257,1.87806,1.00528
258,1.92512,0.975968
259,1.92512,0.975968
260,1.92741,1.15189
261,1.93727,1.03564
262,1.93727,1.03564
263,1.93727,1.03564
264,1.93727,1.03564
265,1.95552,1.15709
266,1.95552,1.15709
267,1.95552,1.15709
268,1.95552,1.15709
269,1.95552,1.15709
270,1.95552,1.15709
271,1.95552,1.15709
272,1.9698,1.23038
273,1.9698,1.23038
274,1.9698,1.23038
275,1.9698,1.23038
276,1.9698,1.23038
277,1.9698,1.23038
278,1.9698,1.23038
279,1.9698,1.23038
280,1.9698,1.23038
281,1.9698,1.23038
282,1.9698,1.23038
283,1.9698,1.23038
284,1.9698,1.23038
285,1.9698,1.23038
286,1.9698,1.23038
287,1.9698,1.23038
288,1.9698,1.23038
289,1.9698,1.23038
290,1.9698,1.23038
291,1.9698,1.23038
292,1.9698,1.23038
293,1.97885,1.23038
294,1.97885,1.23038
295,1.97885,1.23038
296,1.97885,1.23038
297,1.97885,1.23038
298,2.08335,1.23038
299,2.08335,1.23038
300,2.08335,1.23038
301,2.08335,1.23038
302,2.08335,1.23038
303,2.08335,1.23038
304,2.08335,1.23038
305,2.08335,1.23038
306,2.08335,1.23038
307,2.08335,1.23038
308,2.08335,1.23038
309,2.08335,1.23038
310,2.08335,1.23038
311,2.08335,1.23038
312,2.08335,1.23038
313,2.08335,1.23038
314,2.08335,1.23038
315,2.08335,1.23038
316,2.08335,1.23038
317,2.08335,1.23038
318,2.08335,1.23038
319,2.08335,1.23038
320,2.08335,1.23038
321,2.08335,1.23038
322,2.08335,1.23038
323,2.08335,1.23038
324,2.08335,1.23038
325,2.08335,1.23038
326,2.08335,1.23038
327,2.08335,1.23038
328,2.08335,1.23038
329,2.08335,1.23038
330,2.08335,1.23038
331,2.08335,1.23038
332,2.08335,1.23038
333,2.08335,1.23038
334,2.08335,1.23038
335,2.08335,1.23038
336,2.08335,1.23038
337,2.08335,1.23038
338,2.08335,1.23038
339,2.13276,1.13347
340,2.13276,1.13347
341,2.13276,1.13347
342,2.13276,1.13347
343,2.37524,1.15189
344,2.37524,1.15189
345,2.37524,1.15189
346,2.37524,1.15189
347,2.38317,1.15189
348,2.38317,1.15189
349,2.38317,1.15189
350,2.38317,1.15189
351,2.38317,1.15189
352,2.38317,1.15189
353,2.38317,1.15189
354,2.38317,1.15189
355,2.38317,1.15189
356,2.38317,1.15189
357,2.38317,1.15189
358,2.38317,1.15189
359,2.38317,1.15189
360,2.38317,1.15189
361,2.38317,1.15189
362,2.38317,1.15189
363,2.38317,1.15189
364,2.38317,1.15189
365,2.38317,1.15189
366,2.38317,1.15189
367,2.38317,1.15189
368,2.38317,1.15189
369,2.38317,1.15189
370,2.38317,1.15189
371,2.38317,1.15189
372,2.38317,1.15189
373,2.38317,1.15189
374,2.38317,1.15189
375,2.38317,1.15189
376,2.38317,1.15189
377,2.38317,1.15189
378,2.38317,1.15189
379,2.38317,1.15189
380,2.38317,1.15189
381,2.38317,1.15189
382,2.38317,1.15189
383,2.38317,1.15189
384,2.38317,1.15189
385,2.38317,1.15189
386,2.38317,1.15189
387,2.44765,1.15189
388,2.44765,1.15189
389,2.44765,1.15189
390,2.44765,1.15189
391,2.44765,1.15189
392,2.44765,1.15189
393,2.44765,1.15189
394,2.44765,1.15189
395,2.44765,1.15189
396,2.44765,1.15189
397,2.44765,1.15189
398,2.44765,1.15189
399,2.44765,1.15189
400,2.44765,1.15189
401,2.44765,1.15189
402,2.44765,1.15189
403,2.44765,1.15189
404,2.44765,1.15189
405,2.44765,1.15189
406,2.44765,1.15189
407,2.44765,1.15189
408,2.44765,1.15189
409,2.44765,1.15189
410,2.44765,1.15189
411,2.44765,1.15189
412,2.44765,1.15189
413,2.44765,1.15189
414,2.44765,1.15189
415,2.44765,1.15189
416,2.44765,1.15189
417,2.44765,1.15189
418,2.44765,1.15189
419,2.44765,1.15189
420,2.44765,1.15189
421,2.44765,1.15189
422,2.44765,1.15189
423,2.44765,1.15189
424,2.44765,1.15189
425,2.44765,1.15189
426,2.44765,1.15189
427,2.44765,1.15189
428,2.44765,1.15189
429,2.44765,1.15189
430,2.44765,1.15189
431,2.47555,1.15189
432,2.47555,1.15189
433,2.47555,1.15189
434,2.55401,1.03819
435,2.5545,1.03564
436,2.5545,1.03564
437,2.5545,1.03564
438,2.64639,1.03819
439,2.64639,1.03819
440,2.64639,1.03819
441,2.64639,1.03819
442,2.6613,1.15189
443,2.6613,1.15189
444,2.6613,1.15189
445,2.6613,1.15189
446,2.6613,1.15189
447,2.6613,1.15189
448,2.6613,1.15189
449,2.6613,1.15189
450,2.6613,1.15189
451,2.6613,1.15189
452,2.6613,1.15189
453,2.6613,1.15189
454,2.6613,1.15189
455,2.6613,1.15189
456,2.6613,1.15189
457,2.6613,1.15189
458,2.6613,1.15189
459,2.6613,1.15189
460,2.6613,1.15189
461,2.6613,1.15189
462,2.6613,1.15189
463,2.6613,1.15189
464,2.6613,1.15189
465,2.6613,1.15189
466,2.6613,1.15189
467,2.6613,1.15189
468,2.6613,1.15189
469,2.6613,1.15189
470,2.6613,1.15189
471,2.6613,1.15189
472,2.6613,1.15189
473,2.6613,1.15189
474,2.6613,1.15189
475,2.6613,1.15189
476,2.6613,1.15189
477,2.66912,1.15189
478,2.66912,1.15189
479,2.66912,1.47244
480,2.66912,1.47244
481,2.66912,1.47244
482,2.66912,1.47244
483,2.66912,1.47244
484,2.66912,1.47244
485,2.66912,1.47244
486,2.66912,1.47244
487,2.66912,1.47244
488,2.66912,1.47244
489,2.66912,1.47244
490,2.66912,1.47244
491,2.66912,1.47244
492,2.66912,1.47244
493,2.66912,1.47244
494,2.66912,1.47244
495,2.66912,1.47244
496,2.66912,1.47244
497,2.66912,1.47244
498,2.66912,1.47244
499,2.66912,1.47244
500,2.66912,1.47244
501,2.66912,1.47244
502,2.66912,1.47244
503,2.66912,1.47244
504,2.66912,1.47244
505,2.66912,1.47244
506,2.66912,1.47244
507,2.66912,1.47244
508,2.66912,1.47244
509,2.66912,1.47244
510,2.66912,1.47244
511,2.66912,1.47244
512,2.66912,1.47244
513,2.66912,1.47244
514,2.66912,1.47244
515,2.66912,1.47244
516,2.66912,1.47244
517,2.66912,1.47244
518,2.66912,1.47244
519,2.66912,1.47244
520,2.66912,1.47244
521,2.66912,1.47244
522,2.66912,1.47244
523,2.66912,1.47244
524,2.66912,1.47244
525,2.66912,1.47244
526,2.66912,1.47244
527,2.66912,1.47244
528,2.66912,1.47244
529,2.66912,1.47244
530,2.66912,1.47244
531,2.66912,1.47244
532,2.66912,1.47244
533,2.66912,1.47244
534,2.66912,1.47244
535,2.66912,1.47244
536,2.66912,1.47244
537,2.66912,1.47244
538,2.66912,1.47244
539,2.66912,1.47244
540,2.66912,1.47244
541,2.66912,1.47244
542,2.66912,1.47244
543,2.66912,1.47244
544,2.66912,1.47244
545,2.66912,1.47244
546,2.66912,1.47244
547,2.66912,1.47244
548,2.68991,1.31574
549,2.68991,1.31574
550,2.68991,1.31574
551,2.68991,1.31574
552,2.73704,1.3106
553,2.73704,1.3106
554,2.73704,1.3106
555,2.73704,1.3106
556,2.73704,1.3106
557,2.73704,1.3106
558,2.73704,1.3106
559,2.74191,1.31574
560,2.74191,1.31574
561,2.74191,1.31574
562,2.74191,1.31574
563,2.74191,1.31574
564,2.74191,1.31574
565,2.74191,1.31574
566,2.74191,1.31574
567,2.75743,1.3106
568,2.75743,1.3106
569,2.75743,1.3106
570,2.75743,1.3106
571,2.75743,1.3106
572,2.75743,1.3106
573,2.75743,1.3106
574,2.75743,1.3106
575,2.75743,1.3106
576,2.75743,1.3106
577,2.79679,1.3106
578,2.79679,1.3106
579,2.79679,1.3106
580,2.79679,1.3106
581,2.79679,1.3106
582,2.79679,1.3106
583,2.79679,1.3106
584,2.79679,1.3106
585,2.79679,1.3106
586,2.79679,1.3106
587,2.79679,1.3106
588,2.79679,1.3106
589,2.79679,1.3106
590,2.79679,1.3106
591,2.79679,1.3106
592,2.79679,1.3106
593,2.79679,1.3106
594,2.79679,1.3106
595,2.79679,1.3106
596,2.79679,1.3106
597,2.79679,1.3106
598,2.79679,1.3106
599,2.79679,1.3106
600,2.79679,1.3106
601,2.79679,1.3106
602,2.79679,1.3106
603,2.79679,1.3106
604,2.79679,1.3106
605,2.79679,1.3106
606,2.79679,1.3106
607,2.79679,1.3106
608,2.79679,1.3106
609,2.79679,1.3106
610,2.79679,1.3106
611,2.79679,1.3106
612,2.79679,1.3106
613,2.79679,1.3106
614,2.79679,1.3106
615,2.79679,1.3106
616,2.79679,1.3106
617,2.79679,1.3106
618,2.79679,1.3106
619,2.79679,1.3106
620,2.79679,1.3106
621,2.79679,1.3106
622,2.79679,1.3106
623,2.79679,1.3106
624,2.79679,1.3106
625,2.86828,1.3106
626,2.86828,1.3106
627,2.86828,1.3106
628,2.9221,1.3106
629,2.9221,1.3106
630,2.9221,1.3106
631,2.9221,1.3106
632,2.9221,1.3106
633,2.9221,1.3106
634,2.9221,1.3106
635,2.9221,1.3106
636,2.9221,1.3106
637,2.9221,1.3106
638,2.9221,1.3106
639,2.9221,1.3106
640,2.9221,1.3106
641,2.92642,1.3106
642,2.92642,1.3106
643,2.93974,1.36227
644,2.93974,1.36227
645,2.93974,1.36227
646,2.93974,1.36227
647,2.93974,1.36227
648,2.93974,1.36227
649,2.93974,1.36227
650,2.93974,1.36227
651,2.93974,1.36227
652,2.93974,1.36227
653,2.93974,1.36227
654,2.93974,1.36227
655,2.9536,1.3106
656,2.9536,1.3106
657,2.9536,1.3106
658,2.9536,1.3106
659,2.9536,1.3106
660,2.9536,1.3106
661,2.9536,1.3106
662,2.9536,1.3106
663,2.9536,1.3106
664,2.9536,1.3106
665,2.9536,1.3106
666,2.9536,1.3106
667,2.9536,1.3106
668,2.9536,1.3106
669,2.9536,1.3106
670,2.96218,1.3106
671,2.96218,1.3106
672,3.02478,1.3106
673,3.02478,1.3106
674,3.02478,1.3106
675,3.02478,1.3106
676,3.02901,1.3106
677,3.02901,1.3106
678,3.02901,1.3106
679,3.02901,1.3106
680,3.02901,1.3106
681,3.02901,1.3106
682,3.02901,1.3106
683,3.02901,1.3106
684,3.02901,1.3106
685,3.02901,1.3106
686,3.02901,1.3106
687,3.02901,1.3106
688,3.02901,1.3106
689,3.02901,1.3106
690,3.02901,1.3106
691,3.02901,1.3106
692,3.02901,1.3106
693,3.02901,1.3106
694,3.02901,1.3106
695,3.02901,1.3106
696,3.02901,1.3106
697,3.02901,1.3106
698,3.02901,1.3106
699,3.02901,1.3106
700,3.02901,1.3106
701,3.02901,1.3106
702,3.02901,1.3106
703,3.02901,1.3106
704,3.02901,1.3106
705,3.02901,1.3106
706,3.02901,1.3106
707,3.02901,1.3106
708,3.02901,1.3106
709,3.02901,1.3106
710,3.02901,1.3106
711,3.02901,1.3106
712,3.02901,1.3106
713,3.02901,1.3106
714,3.02901,1.3106
715,3.02901,1.3106
716,3.02901,1.3106
717,3.02901,1.3106
718,3.02901,1.3106
719,3.05043,0.942278
720,3.05043,0.942278
721,3.05043,0.942278
722,3.05043,0.942278
723,3.05043,0.942278
724,3.05043,0.942278
725,3.05043,0.942278
726,3.05043,0.942278
727,3.05043,0.942278
728,3.12078,0.720345
729,3.25338,0.834565
730,3.25338,0.834565
731,3.25338,0.834565
732,3.25338,0.834565
733,3.25338,0.834565
734,3.25338,0.834565
735,3.25338,0.834565
736,3.25338,0.834565
737,3.25338,0.834565
738,3.25338,0.834565
739,3.25338,0.834565
740,3.25338,0.834565
741,3.25338,0.834565
742,3.25338,0.834565
743,3.25338,0.834565
744,3.25338,0.834565
745,3.25338,0.834565
746,3.25338,0.834565
747,3.25338,0.834565
748,3.29722,0.834565
749,3.29722,0.834565
750,3.29722,0.834565
751,3.29722,0.834565
752,3.29722,0.834565
753,3.29722,0.834565
754,3.29722,0.834565
755,3.29722,0.834565
756,3.29722,0.834565
757,3.29722,0.834565
758,3.29722,0.834565
759,3.29722,0.834565
760,3.29722,0.834565
761,3.29722,0.834565
762,3.29722,0.834565
763,3.29722,0.834565
764,3.29722,0.834565
765,3.29722,0.834565
766,3.29722,0.834565
767,3.29722,0.834565
768,3.29722,0.834565
769,3.29722,0.834565
770,3.29722,0.834565
771,3.29722,0.834565
