Generation,Train,Test
0,1.01221,1
1,1.01221,1
2,1.04244,0.891939
3,1.04244,0.891939
4,1.04244,0.891939
5,1.04244,0.891939
6,1.04244,0.891939
7,1.04244,0.891939
8,1.04475,1
9,1.05424,1
10,1.05424,1
11,1.05424,1
12,1.05571,1
13,1.06629,1
14,1.06629,1
15,1.06629,1
16,1.06629,1
17,1.07567,1
18,1.07567,1
19,1.07567,1
20,1.07567,1
21,1.07567,1
22,1.07746,1
23,1.07746,1
24,1.07746,1
25,1.07746,1
26,1.07746,1
27,1.07746,1
28,1.10364,0.96341
29,1.10364,0.96341
30,1.10364,0.96341
31,1.10364,0.96341
32,1.10364,0.96341
33,1.10364,0.96341
34,1.10364,0.96341
35,1.10364,0.96341
36,1.1188,0.933121
37,1.1188,0.933121
38,1.1188,0.933121
39,1.12321,0.933121
40,1.12321,0.933121
41,1.1353,0.933121
42,1.1353,0.933121
43,1.1353,0.933121
44,1.1353,0.933121
45,1.1353,0.933121
46,1.1353,0.933121
47,1.1353,0.933121
48,1.148,0.933121
49,1.148,0.933121
50,1.148,0.933121
51,1.148,0.933121
52,1.148,0.933121
53,1.148,0.933121
54,1.15689,0.937772
55,1.15689,0.937772
56,1.15689,0.937772
57,1.15689,0.937772
58,1.15689,0.937772
59,1.15689,0.937772
60,1.17542,0.937772
61,1.17542,0.937772
62,1.17542,0.937772
63,1.17542,0.937772
64,1.17542,0.937772
65,1.17614,1.04929
66,1.17614,1.04929
67,1.17614,1.04929
68,1.17614,1.04929
69,1.17614,1.04929
70,1.17614,1.04929
71,1.17614,1.04929
72,1.17614,1.04929
73,1.17614,1.04929
74,1.18,1.04929
75,1.18,1.04929
76,1.18,1.04929
77,1.18,1.04929
78,1.18,1.04929
79,1.18,1.04929
80,1.18,1.04929
81,1.18,1.04929
82,1.18,1.04929
83,1.18,1.04929
84,1.18546,1.04929
85,1.18546,1.04929
86,1.18546,1.04929
87,1.19127,1.04929
88,1.19127,1.04929
89,1.19127,1.04929
90,1.19127,1.04929
91,1.19127,1.04929
92,1.19127,1.04929
93,1.19127,1.04929
94,1.19127,1.04929
95,1.19127,1.04929
96,1.19127,1.04929
97,1.19127,1.04929
98,1.19493,1.04929
99,1.19493,1.04929
100,1.19493,1.04929
101,1.19493,1.04929
102,1.19673,1.04929
103,1.19673,1.04929
104,1.19673,1.04929
105,1.19673,1.04929
106,1.19673,1.04929
107,1.19673,1.04929
108,1.19673,1.04929
109,1.20082,1.0393
110,1.20082,1.0393
111,1.20082,1.0393
112,1.20082,1.0393
113,1.20082,1.0393
114,1.20082,1.0393
115,1.20082,1.0393
116,1.20082,1.0393
117,1.20082,1.0393
118,1.20082,1.0393
119,1.20082,1.0393
120,1.20082,1.0393
121,1.20082,1.0393
