Generation,Train,Test
0,1,1
1,1,1
2,1.0165,1
3,1.0165,1
4,1.0165,1
5,1.0165,1
6,1.0165,1
7,1.0165,1
8,1.0165,1
9,1.0208,1
10,1.0208,1
11,1.0208,1
12,1.0208,1
13,1.0208,1
14,1.0208,1
15,1.0208,1
16,1.0208,1
17,1.0208,1
18,1.0208,1
19,1.0208,1
20,1.0208,1
21,1.0208,1
22,1.0208,1
23,1.0208,1
24,1.0208,1
25,1.0208,1
26,1.0208,1
27,1.0208,1
28,1.0208,1
29,1.0208,1
30,1.0208,1
31,1.0208,1
32,1.02914,1
33,1.02914,1
34,1.02914,1
35,1.03074,1
36,1.03074,1
37,1.03074,1
38,1.03074,1
39,1.03074,1
40,1.03074,1
41,1.03074,1
42,1.03344,1
43,1.04233,1.0037
44,1.04233,1.0037
45,1.04233,1.0037
46,1.04233,1.0037
47,1.04451,1
48,1.04614,1
49,1.04614,1
50,1.04762,1.0037
51,1.04762,1.0037
52,1.05678,1
53,1.05678,1
54,1.05678,1
55,1.07232,0.933121
56,1.07232,0.933121
57,1.07232,0.933121
58,1.07232,0.933121
59,1.07232,0.933121
60,1.07232,0.933121
61,1.07232,0.933121
62,1.07232,0.933121
63,1.07232,0.933121
64,1.07232,0.933121
65,1.07232,0.933121
66,1.07232,0.933121
67,1.07232,0.933121
68,1.07232,0.933121
69,1.07232,0.933121
70,1.07232,0.933121
71,1.07232,0.933121
72,1.07232,0.933121
73,1.07232,0.933121
74,1.07232,0.933121
75,1.07232,0.933121
76,1.07232,0.933121
77,1.07232,0.933121
78,1.07232,0.933121
79,1.07232,0.933121
80,1.07232,0.933121
81,1.07232,0.933121
82,1.07232,0.933121
83,1.07232,0.933121
84,1.07232,0.933121
85,1.07232,0.933121
86,1.07232,0.933121
87,1.07232,0.933121
88,1.07232,0.933121
89,1.07232,0.933121
90,1.07232,0.933121
91,1.07232,0.933121
92,1.07232,0.933121
93,1.07232,0.933121
94,1.07232,0.933121
95,1.07232,0.933121
96,1.07232,0.933121
97,1.07232,0.933121
98,1.08359,0.977921
99,1.08359,0.977921
100,1.08359,0.977921
101,1.08359,0.977921
102,1.08359,0.977921
103,1.08359,0.977921
104,1.08359,0.977921
105,1.08359,0.977921
106,1.08359,0.977921
107,1.08359,0.977921
108,1.08359,0.977921
109,1.08359,0.977921
110,1.08359,0.977921
111,1.08359,0.977921
112,1.08359,0.977921
113,1.08359,0.977921
114,1.08359,0.977921
115,1.08359,0.977921
116,1.08359,0.977921
117,1.08359,0.977921
118,1.08359,0.977921
119,1.08359,0.977921
120,1.08359,0.977921
121,1.08359,0.977921
122,1.08359,0.977921
123,1.08359,0.977921
124,1.08359,0.977921
125,1.08359,0.977921
126,1.08359,0.977921
127,1.08359,0.977921
128,1.08359,0.977921
129,1.08359,0.977921
130,1.08359,0.977921
131,1.08359,0.977921
132,1.08359,0.977921
133,1.08359,0.977921
134,1.08359,0.977921
135,1.08359,0.977921
136,1.08359,0.977921
137,1.08359,0.977921
138,1.08359,0.977921
139,1.08359,0.977921
140,1.08359,0.977921
141,1.08359,0.977921
142,1.08359,0.977921
143,1.08359,0.977921
144,1.08359,0.977921
145,1.08359,0.977921
146,1.08359,0.977921
147,1.08359,0.977921
148,1.08359,0.977921
149,1.08359,0.977921
150,1.08359,0.977921
151,1.08359,0.977921
152,1.08359,0.977921
153,1.08359,0.977921
154,1.08359,0.977921
155,1.08359,0.977921
156,1.08359,0.977921
157,1.08359,0.977921
158,1.08359,0.977921
159,1.08359,0.977921
160,1.08359,0.977921
161,1.08359,0.977921
162,1.08359,0.977921
163,1.08359,0.977921
164,1.08359,0.977921
165,1.08359,0.977921
166,1.08359,0.977921
167,1.08359,0.977921
168,1.08359,0.977921
169,1.08359,0.977921
170,1.08359,0.977921
171,1.08359,0.977921
172,1.08359,0.977921
173,1.08359,0.977921
174,1.08359,0.977921
175,1.08359,0.977921
176,1.08359,0.977921
177,1.08359,0.977921
178,1.08359,0.977921
179,1.08359,0.977921
180,1.08359,0.977921
181,1.08359,0.977921
182,1.08359,0.977921
183,1.08359,0.977921
184,1.08359,0.977921
185,1.08359,0.977921
186,1.08359,0.977921
187,1.08359,0.977921
188,1.08359,0.977921
189,1.08359,0.977921
190,1.08359,0.977921
191,1.08359,0.977921
192,1.08359,0.977921
193,1.08359,0.977921
194,1.08359,0.977921
195,1.08359,0.977921
196,1.08359,0.977921
197,1.08359,0.977921
198,1.08359,0.977921
199,1.08359,0.977921
200,1.08359,0.977921
201,1.08359,0.977921
202,1.08359,0.977921
203,1.08359,0.977921
204,1.08359,0.977921
205,1.08359,0.977921
206,1.08359,0.977921
207,1.08359,0.977921
208,1.08359,0.977921
209,1.08359,0.977921
210,1.08359,0.977921
211,1.08359,0.977921
212,1.08359,0.977921
213,1.08359,0.977921
214,1.08359,0.977921
215,1.08359,0.977921
216,1.08359,0.977921
217,1.08359,0.977921
218,1.08359,0.977921
219,1.08359,0.977921
220,1.08359,0.977921
221,1.08359,0.977921
222,1.08359,0.977921
223,1.08359,0.977921
224,1.08359,0.977921
225,1.08359,0.977921
226,1.08359,0.977921
227,1.08359,0.977921
228,1.08359,0.977921
229,1.08359,0.977921
230,1.08359,0.977921
231,1.08359,0.977921
232,1.08359,0.977921
233,1.08359,0.977921
234,1.08359,0.977921
235,1.08359,0.977921
236,1.08359,0.977921
237,1.08359,0.977921
238,1.08359,0.977921
239,1.08359,0.977921
240,1.08359,0.977921
241,1.08359,0.977921
242,1.08359,0.977921
243,1.08359,0.977921
244,1.08359,0.977921
245,1.08359,0.977921
246,1.08359,0.977921
247,1.08359,0.977921
248,1.08359,0.977921
249,1.08359,0.977921
250,1.08359,0.977921
251,1.08359,0.977921
252,1.08359,0.977921
253,1.08359,0.977921
254,1.08359,0.977921
255,1.08359,0.977921
256,1.08359,0.977921
257,1.08359,0.977921
258,1.08359,0.977921
259,1.08359,0.977921
260,1.08359,0.977921
261,1.08359,0.977921
262,1.08359,0.977921
263,1.08359,0.977921
264,1.08359,0.977921
265,1.08359,0.977921
266,1.08359,0.977921
267,1.08359,0.977921
268,1.08359,0.977921
269,1.08359,0.977921
270,1.08359,0.977921
271,1.08359,0.977921
272,1.08359,0.977921
273,1.08359,0.977921
274,1.08359,0.977921
275,1.08359,0.977921
276,1.08359,0.977921
277,1.08359,0.977921
278,1.08359,0.977921
279,1.08359,0.977921
280,1.08359,0.977921
281,1.08359,0.977921
282,1.08359,0.977921
283,1.08359,0.977921
284,1.08359,0.977921
285,1.08359,0.977921
286,1.08359,0.977921
287,1.08359,0.977921
288,1.08359,0.977921
289,1.08359,0.977921
290,1.08359,0.977921
291,1.08359,0.977921
292,1.08359,0.977921
293,1.08359,0.977921
294,1.08359,0.977921
295,1.08359,0.977921
296,1.08359,0.977921
297,1.08359,0.977921
298,1.08359,0.977921
299,1.08359,0.977921
300,1.08359,0.977921
301,1.08359,0.977921
302,1.08359,0.977921
303,1.08359,0.977921
304,1.08359,0.977921
305,1.08359,0.977921
306,1.08359,0.977921
307,1.08359,0.977921
308,1.08359,0.977921
309,1.08359,0.977921
310,1.08359,0.977921
311,1.08359,0.977921
312,1.08359,0.977921
313,1.08359,0.977921
314,1.08359,0.977921
315,1.08359,0.977921
316,1.08359,0.977921
317,1.08359,0.977921
318,1.08359,0.977921
319,1.08359,0.977921
320,1.08359,0.977921
321,1.08359,0.977921
322,1.08359,0.977921
323,1.08359,0.977921
324,1.08359,0.977921
325,1.08359,0.977921
326,1.08359,0.977921
327,1.08359,0.977921
328,1.08359,0.977921
329,1.08359,0.977921
330,1.08359,0.977921
331,1.08359,0.977921
332,1.08359,0.977921
333,1.08359,0.977921
334,1.08359,0.977921
335,1.08359,0.977921
336,1.08359,0.977921
337,1.08359,0.977921
338,1.08359,0.977921
339,1.08359,0.977921
340,1.08359,0.977921
341,1.08359,0.977921
342,1.08359,0.977921
343,1.08359,0.977921
344,1.08359,0.977921
345,1.08359,0.977921
346,1.08359,0.977921
347,1.08359,0.977921
348,1.08359,0.977921
349,1.08359,0.977921
350,1.08359,0.977921
351,1.08359,0.977921
352,1.08359,0.977921
353,1.08359,0.977921
354,1.08359,0.977921
355,1.08359,0.977921
356,1.08359,0.977921
357,1.08359,0.977921
358,1.08359,0.977921
359,1.08359,0.977921
360,1.08359,0.977921
361,1.08359,0.977921
362,1.08359,0.977921
363,1.08359,0.977921
364,1.08359,0.977921
365,1.08359,0.977921
366,1.08359,0.977921
367,1.08359,0.977921
368,1.08359,0.977921
369,1.08359,0.977921
370,1.08359,0.977921
371,1.08359,0.977921
372,1.08359,0.977921
373,1.08359,0.977921
374,1.08359,0.977921
375,1.08359,0.977921
376,1.08359,0.977921
377,1.08359,0.977921
378,1.08359,0.977921
379,1.08359,0.977921
380,1.08359,0.977921
381,1.08359,0.977921
382,1.08359,0.977921
383,1.08359,0.977921
384,1.08359,0.977921
385,1.08359,0.977921
386,1.08359,0.977921
387,1.08359,0.977921
388,1.08359,0.977921
389,1.08359,0.977921
390,1.08359,0.977921
391,1.08359,0.977921
392,1.08359,0.977921
393,1.08359,0.977921
394,1.08359,0.977921
395,1.08359,0.977921
396,1.08359,0.977921
397,1.08359,0.977921
398,1.08359,0.977921
399,1.08359,0.977921
400,1.08359,0.977921
401,1.08359,0.977921
402,1.08359,0.977921
403,1.08359,0.977921
404,1.08359,0.977921
405,1.08359,0.977921
406,1.08359,0.977921
407,1.08359,0.977921
408,1.08359,0.977921
409,1.08359,0.977921
410,1.08359,0.977921
411,1.08359,0.977921
412,1.08359,0.977921
413,1.08359,0.977921
414,1.08359,0.977921
415,1.08359,0.977921
416,1.08359,0.977921
417,1.08359,0.977921
418,1.08359,0.977921
419,1.08359,0.977921
420,1.08359,0.977921
421,1.08359,0.977921
422,1.08359,0.977921
423,1.08359,0.977921
424,1.08359,0.977921
425,1.08359,0.977921
426,1.08359,0.977921
427,1.08359,0.977921
428,1.08359,0.977921
429,1.08359,0.977921
430,1.08359,0.977921
431,1.08359,0.977921
432,1.08359,0.977921
433,1.08359,0.977921
434,1.08359,0.977921
435,1.08359,0.977921
436,1.08359,0.977921
437,1.08359,0.977921
438,1.08359,0.977921
439,1.08359,0.977921
440,1.08359,0.977921
441,1.08359,0.977921
442,1.08359,0.977921
443,1.08359,0.977921
444,1.08359,0.977921
445,1.08359,0.977921
446,1.08359,0.977921
447,1.08359,0.977921
448,1.08359,0.977921
449,1.08359,0.977921
450,1.08359,0.977921
451,1.08359,0.977921
452,1.08359,0.977921
453,1.08359,0.977921
454,1.08359,0.977921
455,1.08359,0.977921
456,1.08359,0.977921
457,1.08359,0.977921
458,1.08359,0.977921
459,1.08359,0.977921
460,1.08359,0.977921
461,1.08359,0.977921
462,1.08359,0.977921
463,1.08359,0.977921
464,1.08359,0.977921
465,1.08359,0.977921
466,1.08359,0.977921
467,1.08359,0.977921
468,1.08359,0.977921
469,1.08359,0.977921
470,1.08359,0.977921
471,1.08359,0.977921
472,1.08359,0.977921
473,1.08359,0.977921
474,1.08359,0.977921
475,1.08359,0.977921
476,1.08359,0.977921
477,1.08359,0.977921
478,1.08359,0.977921
479,1.08359,0.977921
480,1.08359,0.977921
481,1.08359,0.977921
482,1.08359,0.977921
483,1.08359,0.977921
484,1.08359,0.977921
485,1.08359,0.977921
486,1.08359,0.977921
487,1.08359,0.977921
488,1.08359,0.977921
489,1.08359,0.977921
490,1.08359,0.977921
491,1.08359,0.977921
492,1.08359,0.977921
493,1.08359,0.977921
494,1.08359,0.977921
495,1.08359,0.977921
496,1.08359,0.977921
497,1.08359,0.977921
498,1.08359,0.977921
499,1.08359,0.977921
500,1.08359,0.977921
501,1.08359,0.977921
502,1.08359,0.977921
503,1.08359,0.977921
504,1.08359,0.977921
505,1.08359,0.977921
506,1.08359,0.977921
507,1.08359,0.977921
508,1.08359,0.977921
509,1.08359,0.977921
510,1.08359,0.977921
511,1.08359,0.977921
512,1.08359,0.977921
513,1.08359,0.977921
514,1.08359,0.977921
515,1.08359,0.977921
516,1.08359,0.977921
517,1.08359,0.977921
518,1.08359,0.977921
519,1.08359,0.977921
520,1.08359,0.977921
521,1.08359,0.977921
522,1.08359,0.977921
523,1.08359,0.977921
524,1.08359,0.977921
525,1.08359,0.977921
526,1.08359,0.977921
527,1.08359,0.977921
528,1.08359,0.977921
529,1.08359,0.977921
530,1.08359,0.977921
531,1.08359,0.977921
532,1.08359,0.977921
533,1.08359,0.977921
534,1.08359,0.977921
535,1.08359,0.977921
536,1.08359,0.977921
537,1.08359,0.977921
538,1.08359,0.977921
539,1.08359,0.977921
540,1.08359,0.977921
541,1.08359,0.977921
542,1.08359,0.977921
543,1.08359,0.977921
544,1.08359,0.977921
545,1.08359,0.977921
546,1.08359,0.977921
547,1.08359,0.977921
548,1.08359,0.977921
549,1.08359,0.977921
550,1.08359,0.977921
551,1.08359,0.977921
552,1.08359,0.977921
553,1.08359,0.977921
554,1.08359,0.977921
555,1.08359,0.977921
556,1.08359,0.977921
557,1.08359,0.977921
558,1.08359,0.977921
559,1.08359,0.977921
560,1.08359,0.977921
561,1.08359,0.977921
562,1.08359,0.977921
563,1.08359,0.977921
564,1.08359,0.977921
565,1.08359,0.977921
566,1.08359,0.977921
567,1.08359,0.977921
568,1.08359,0.977921
569,1.08359,0.977921
570,1.08359,0.977921
571,1.08359,0.977921
572,1.08359,0.977921
573,1.08359,0.977921
574,1.08359,0.977921
575,1.08359,0.977921
576,1.08359,0.977921
577,1.08359,0.977921
578,1.08359,0.977921
579,1.08359,0.977921
580,1.08359,0.977921
581,1.08359,0.977921
582,1.08359,0.977921
583,1.08359,0.977921
584,1.08359,0.977921
585,1.08359,0.977921
586,1.08359,0.977921
587,1.08359,0.977921
588,1.08359,0.977921
589,1.08359,0.977921
590,1.08359,0.977921
591,1.08359,0.977921
592,1.08359,0.977921
593,1.08359,0.977921
594,1.08359,0.977921
595,1.08359,0.977921
596,1.08359,0.977921
597,1.08359,0.977921
598,1.08359,0.977921
599,1.08359,0.977921
600,1.08359,0.977921
601,1.08359,0.977921
602,1.08359,0.977921
603,1.08359,0.977921
604,1.08359,0.977921
605,1.08359,0.977921
606,1.08359,0.977921
607,1.08359,0.977921
608,1.08359,0.977921
609,1.08359,0.977921
610,1.08359,0.977921
611,1.08359,0.977921
612,1.08359,0.977921
613,1.08359,0.977921
614,1.08359,0.977921
615,1.08359,0.977921
616,1.08359,0.977921
617,1.08359,0.977921
618,1.08359,0.977921
619,1.08359,0.977921
620,1.08359,0.977921
621,1.08359,0.977921
622,1.08359,0.977921
623,1.08359,0.977921
624,1.08359,0.977921
625,1.08359,0.977921
626,1.08359,0.977921
627,1.08359,0.977921
628,1.08359,0.977921
629,1.08359,0.977921
630,1.08359,0.977921
631,1.08359,0.977921
632,1.08359,0.977921
633,1.08359,0.977921
634,1.08359,0.977921
635,1.08359,0.977921
636,1.08359,0.977921
637,1.08359,0.977921
638,1.08359,0.977921
639,1.08359,0.977921
640,1.08359,0.977921
641,1.08359,0.977921
642,1.08359,0.977921
643,1.08359,0.977921
644,1.08359,0.977921
645,1.08359,0.977921
646,1.08359,0.977921
647,1.08359,0.977921
648,1.08359,0.977921
649,1.08359,0.977921
650,1.08359,0.977921
651,1.08359,0.977921
652,1.08359,0.977921
653,1.08359,0.977921
654,1.08359,0.977921
655,1.08359,0.977921
656,1.08359,0.977921
657,1.08359,0.977921
658,1.08359,0.977921
659,1.08359,0.977921
660,1.08359,0.977921
661,1.08359,0.977921
662,1.08359,0.977921
663,1.08359,0.977921
664,1.08359,0.977921
665,1.08359,0.977921
666,1.08359,0.977921
667,1.08359,0.977921
668,1.08359,0.977921
669,1.08359,0.977921
670,1.08359,0.977921
671,1.08359,0.977921
672,1.08359,0.977921
673,1.08359,0.977921
674,1.08359,0.977921
675,1.08359,0.977921
676,1.08359,0.977921
677,1.08359,0.977921
678,1.08359,0.977921
679,1.08359,0.977921
680,1.08359,0.977921
681,1.08359,0.977921
682,1.08359,0.977921
683,1.08359,0.977921
684,1.08359,0.977921
685,1.08359,0.977921
686,1.08359,0.977921
687,1.08359,0.977921
688,1.08359,0.977921
689,1.08359,0.977921
690,1.08359,0.977921
691,1.08359,0.977921
692,1.08359,0.977921
693,1.08359,0.977921
694,1.08359,0.977921
695,1.08359,0.977921
696,1.08359,0.977921
697,1.08359,0.977921
698,1.08359,0.977921
699,1.08359,0.977921
700,1.08359,0.977921
701,1.08359,0.977921
702,1.08359,0.977921
703,1.08359,0.977921
704,1.08359,0.977921
705,1.08359,0.977921
706,1.08359,0.977921
707,1.08359,0.977921
708,1.08359,0.977921
709,1.08359,0.977921
710,1.08359,0.977921
711,1.08359,0.977921
712,1.08359,0.977921
713,1.08359,0.977921
714,1.08359,0.977921
715,1.08359,0.977921
716,1.08359,0.977921
717,1.08359,0.977921
718,1.08359,0.977921
719,1.08359,0.977921
720,1.08359,0.977921
721,1.08359,0.977921
