Generation,Train,Test
0,1.00618,1
1,1.00618,1
2,1.00618,1
3,1.00618,1
4,1.00618,1
5,1.00618,1
6,1.00618,1
7,1.00618,1
8,1.01455,1
9,1.01455,1
10,1.01455,1
11,1.01455,1
12,1.01455,1
13,1.01455,1
14,1.02531,1
15,1.02531,1
16,1.02531,1
17,1.02531,1
18,1.02531,1
19,1.02531,1
20,1.02531,1
21,1.02531,1
22,1.02531,1
23,1.02531,1
24,1.02531,1
25,1.02531,1
26,1.02531,1
27,1.02531,1
28,1.02531,1
29,1.02531,1
30,1.02531,1
31,1.02531,1
32,1.02531,1
33,1.02531,1
34,1.02531,1
35,1.02531,1
36,1.02531,1
37,1.02531,1
38,1.02531,1
39,1.02531,1
40,1.02531,1
41,1.02531,1
42,1.02531,1
43,1.02531,1
44,1.02531,1
45,1.02531,1
46,1.02531,1
47,1.02531,1
48,1.02531,1
49,1.02531,1
50,1.02531,1
51,1.02531,1
52,1.02531,1
53,1.02531,1
54,1.02531,1
55,1.02531,1
56,1.02531,1
57,1.02531,1
58,1.02531,1
59,1.02531,1
60,1.02531,1
61,1.02531,1
62,1.02531,1
63,1.02531,1
64,1.02531,1
65,1.02531,1
66,1.02531,1
67,1.02531,1
68,1.02531,1
69,1.02531,1
70,1.02531,1
71,1.02531,1
72,1.02531,1
73,1.02531,1
74,1.02531,1
75,1.02531,1
76,1.02531,1
77,1.02531,1
78,1.02531,1
79,1.02531,1
80,1.02531,1
81,1.04181,1
82,1.04181,1
83,1.04181,1
84,1.04181,1
85,1.04181,1
86,1.04181,1
87,1.04181,1
88,1.04181,1
89,1.04181,1
90,1.04181,1
91,1.04181,1
92,1.04181,1
93,1.04181,1
94,1.04181,1
95,1.04181,1
96,1.04181,1
97,1.04181,1
98,1.04181,1
99,1.04181,1
100,1.04181,1
101,1.04181,1
102,1.04181,1
103,1.04181,1
104,1.04181,1
105,1.04181,1
106,1.04181,1
107,1.04181,1
108,1.04181,1
109,1.04181,1
110,1.04181,1
111,1.05308,1
112,1.05308,1
113,1.05308,1
114,1.05308,1
115,1.05308,1
116,1.05308,1
117,1.05308,1
118,1.05308,1
119,1.05308,1
120,1.05308,1
121,1.05308,1
122,1.05308,1
123,1.05308,1
124,1.05308,1
125,1.05308,1
126,1.05308,1
127,1.05308,1
128,1.05308,1
129,1.05308,1
130,1.05308,1
131,1.05308,1
132,1.05308,1
133,1.05308,1
134,1.05308,1
135,1.05308,1
136,1.05308,1
137,1.05308,1
138,1.05308,1
139,1.05308,1
140,1.05308,1
141,1.05308,1
142,1.05308,1
143,1.05308,1
144,1.05308,1
145,1.05308,1
146,1.05308,1
147,1.05308,1
148,1.05308,1
149,1.05308,1
150,1.05308,1
151,1.05308,1
152,1.05308,1
153,1.05308,1
154,1.05308,1
155,1.05308,1
156,1.05308,1
157,1.05308,1
158,1.05308,1
159,1.05308,1
160,1.05308,1
161,1.05308,1
162,1.05308,1
163,1.05308,1
164,1.05308,1
165,1.05308,1
166,1.05308,1
167,1.05308,1
168,1.05308,1
169,1.05308,1
170,1.05308,1
171,1.05308,1
172,1.05308,1
173,1.05308,1
174,1.05308,1
175,1.05308,1
176,1.05308,1
177,1.05308,1
178,1.05308,1
179,1.05308,1
180,1.05308,1
181,1.05308,1
182,1.05308,1
183,1.05308,1
184,1.05308,1
185,1.05308,1
186,1.05308,1
187,1.05308,1
188,1.05308,1
189,1.05308,1
190,1.05308,1
191,1.05308,1
192,1.05308,1
193,1.05308,1
194,1.05308,1
195,1.05308,1
196,1.05308,1
197,1.05308,1
198,1.05308,1
199,1.05308,1
200,1.05308,1
201,1.05308,1
202,1.05308,1
203,1.05308,1
204,1.05308,1
205,1.05308,1
206,1.05308,1
207,1.05308,1
208,1.05308,1
209,1.05308,1
210,1.05308,1
211,1.05308,1
212,1.05308,1
213,1.05308,1
214,1.05308,1
215,1.05308,1
216,1.05308,1
217,1.05308,1
218,1.05308,1
219,1.05308,1
220,1.05308,1
221,1.05308,1
222,1.05308,1
223,1.05308,1
224,1.05308,1
225,1.05308,1
226,1.05308,1
227,1.05308,1
228,1.05308,1
229,1.05308,1
230,1.05308,1
231,1.05308,1
232,1.05308,1
233,1.05308,1
234,1.05308,1
235,1.05308,1
236,1.05308,1
237,1.05308,1
238,1.05308,1
239,1.05308,1
240,1.05308,1
241,1.05308,1
242,1.05308,1
243,1.05308,1
244,1.05308,1
245,1.05308,1
246,1.05308,1
247,1.05308,1
248,1.05308,1
249,1.05308,1
250,1.05308,1
251,1.05308,1
252,1.05308,1
253,1.05308,1
254,1.05308,1
255,1.05308,1
256,1.05308,1
257,1.05308,1
258,1.05308,1
259,1.05308,1
260,1.05308,1
261,1.05308,1
262,1.05308,1
263,1.05308,1
264,1.05308,1
265,1.05308,1
266,1.05308,1
267,1.05308,1
268,1.05308,1
269,1.05308,1
270,1.05308,1
271,1.05308,1
272,1.05308,1
273,1.05308,1
274,1.05308,1
275,1.05308,1
276,1.05308,1
277,1.05308,1
278,1.05308,1
279,1.05308,1
280,1.05308,1
281,1.05308,1
282,1.05308,1
283,1.05308,1
284,1.05308,1
285,1.05308,1
286,1.05308,1
287,1.05308,1
288,1.05308,1
289,1.05308,1
290,1.05308,1
291,1.05308,1
292,1.05308,1
293,1.05308,1
294,1.05308,1
295,1.05308,1
296,1.05308,1
297,1.05308,1
298,1.05308,1
299,1.05308,1
300,1.05308,1
301,1.05308,1
302,1.05308,1
303,1.05308,1
304,1.05308,1
