Generation,Train,Test
0,1.0213,0.979565
1,1.0213,0.979565
2,1.0213,0.979565
3,1.0213,0.979565
4,1.0213,0.979565
5,1.0213,0.979565
6,1.02764,1
7,1.03031,1.0037
8,1.03031,1.0037
9,1.04096,1
10,1.04096,1
11,1.05425,1
12,1.05425,1
13,1.06777,0.965613
14,1.06777,0.965613
15,1.06777,0.965613
16,1.08301,0.965613
17,1.08301,0.965613
18,1.0961,0.936145
19,1.0961,0.936145
20,1.0961,0.936145
21,1.0961,0.936145
22,1.10792,0.923935
23,1.10792,0.923935
24,1.10814,0.919818
25,1.10814,0.919818
26,1.10983,0.914431
27,1.10983,0.914431
28,1.12619,0.953418
29,1.13462,0.920548
30,1.13462,0.920548
31,1.13462,0.920548
32,1.13462,0.920548
33,1.13462,0.920548
34,1.13462,0.920548
35,1.14081,0.916863
36,1.14081,0.916863
37,1.14081,0.916863
38,1.14081,0.916863
39,1.14081,0.916863
40,1.14081,0.916863
41,1.14081,0.916863
42,1.144,0.936145
43,1.144,0.936145
44,1.14783,0.906128
45,1.14783,0.906128
46,1.14783,0.906128
47,1.15203,0.903586
48,1.15203,0.903586
49,1.15203,0.903586
50,1.15203,0.903586
51,1.1722,0.919437
52,1.1722,0.919437
53,1.1722,0.919437
54,1.1722,0.919437
55,1.1722,0.919437
56,1.1722,0.919437
57,1.1722,0.919437
58,1.1722,0.919437
59,1.1722,0.919437
60,1.1722,0.919437
61,1.1722,0.919437
62,1.1722,0.919437
63,1.1722,0.919437
64,1.1722,0.919437
65,1.1722,0.919437
66,1.1722,0.919437
67,1.1722,0.919437
68,1.1722,0.919437
69,1.1722,0.919437
70,1.1722,0.919437
71,1.1722,0.919437
72,1.1722,0.919437
73,1.1722,0.919437
74,1.1722,0.919437
75,1.1722,0.919437
76,1.1722,0.919437
77,1.1722,0.919437
78,1.1722,0.919437
79,1.1722,0.919437
80,1.1722,0.919437
81,1.1722,0.919437
82,1.1722,0.919437
83,1.1722,0.919437
84,1.1722,0.919437
85,1.1722,0.919437
86,1.1722,0.919437
87,1.1722,0.919437
88,1.1722,0.919437
89,1.1722,0.919437
90,1.1722,0.919437
91,1.1722,0.919437
92,1.1722,0.919437
93,1.1722,0.919437
94,1.1722,0.919437
95,1.1722,0.919437
96,1.1722,0.919437
97,1.1722,0.919437
98,1.1722,0.919437
99,1.1722,0.919437
100,1.1722,0.919437
101,1.1722,0.919437
102,1.1722,0.919437
103,1.1722,0.919437
104,1.1722,0.919437
105,1.1722,0.919437
106,1.1722,0.919437
107,1.1722,0.919437
108,1.1722,0.919437
109,1.1722,0.919437
110,1.1722,0.919437
111,1.1722,0.919437
112,1.1722,0.919437
113,1.1722,0.919437
114,1.1722,0.919437
115,1.1722,0.919437
116,1.1722,0.919437
117,1.1722,0.919437
118,1.1722,0.919437
119,1.1722,0.919437
120,1.1722,0.919437
121,1.1722,0.919437
122,1.1722,0.919437
123,1.1722,0.919437
124,1.1722,0.919437
125,1.1722,0.919437
126,1.1722,0.919437
127,1.1722,0.919437
128,1.1722,0.919437
129,1.1722,0.919437
130,1.1722,0.919437
131,1.1722,0.919437
132,1.1722,0.919437
133,1.1722,0.919437
134,1.1722,0.919437
135,1.1722,0.919437
136,1.1722,0.919437
137,1.1722,0.919437
138,1.1722,0.919437
139,1.1722,0.919437
140,1.1722,0.919437
141,1.1722,0.919437
142,1.1722,0.919437
143,1.1722,0.919437
144,1.1722,0.919437
145,1.1722,0.919437
146,1.1722,0.919437
147,1.1722,0.919437
148,1.1722,0.919437
149,1.1722,0.919437
150,1.1722,0.919437
151,1.1722,0.919437
152,1.1722,0.919437
153,1.1722,0.919437
154,1.1722,0.919437
155,1.1722,0.919437
156,1.1722,0.919437
157,1.1722,0.919437
158,1.1722,0.919437
159,1.1722,0.919437
160,1.1722,0.919437
161,1.1722,0.919437
162,1.1722,0.919437
163,1.1722,0.919437
164,1.1722,0.919437
165,1.1722,0.919437
166,1.18151,0.914739
167,1.18151,0.914739
168,1.18151,0.914739
169,1.18151,0.914739
170,1.18151,0.914739
171,1.18151,0.914739
172,1.18151,0.914739
173,1.18151,0.914739
174,1.18151,0.914739
175,1.18151,0.914739
176,1.18151,0.914739
177,1.18151,0.914739
178,1.18151,0.914739
179,1.18151,0.914739
180,1.18151,0.914739
181,1.18151,0.914739
182,1.18151,0.914739
183,1.18151,0.914739
184,1.18151,0.914739
185,1.18151,0.914739
186,1.18151,0.914739
187,1.18151,0.914739
188,1.18151,0.914739
189,1.18151,0.914739
190,1.18151,0.914739
191,1.18151,0.914739
192,1.18151,0.914739
193,1.18151,0.914739
194,1.18151,0.914739
195,1.18151,0.914739
196,1.18151,0.914739
197,1.18151,0.914739
198,1.18151,0.914739
199,1.18151,0.914739
200,1.18151,0.914739
201,1.18151,0.914739
202,1.18151,0.914739
203,1.18151,0.914739
204,1.18151,0.914739
205,1.18151,0.914739
206,1.18151,0.914739
207,1.18151,0.914739
208,1.18151,0.914739
209,1.18151,0.914739
210,1.18151,0.914739
211,1.18151,0.914739
212,1.18151,0.914739
213,1.18151,0.914739
214,1.18151,0.914739
215,1.18151,0.914739
216,1.18151,0.914739
217,1.18151,0.914739
218,1.18151,0.914739
219,1.18151,0.914739
220,1.18151,0.914739
221,1.18151,0.914739
222,1.18151,0.914739
223,1.18151,0.914739
224,1.18151,0.914739
225,1.18151,0.914739
226,1.18151,0.914739
227,1.18151,0.914739
228,1.18151,0.914739
229,1.18151,0.914739
230,1.18151,0.914739
231,1.18151,0.914739
232,1.18151,0.914739
233,1.18151,0.914739
234,1.18151,0.914739
235,1.18151,0.914739
236,1.18151,0.914739
237,1.18151,0.914739
238,1.18151,0.914739
239,1.18151,0.914739
240,1.18151,0.914739
241,1.18151,0.914739
242,1.18151,0.914739
243,1.18151,0.914739
244,1.18151,0.914739
245,1.18151,0.914739
246,1.18151,0.914739
247,1.18151,0.914739
248,1.18151,0.914739
249,1.18151,0.914739
250,1.18151,0.914739
251,1.18151,0.914739
252,1.18151,0.914739
253,1.18151,0.914739
254,1.18151,0.914739
255,1.18151,0.914739
256,1.18151,0.914739
257,1.18151,0.914739
258,1.18151,0.914739
259,1.18151,0.914739
260,1.18151,0.914739
261,1.18151,0.914739
262,1.18151,0.914739
263,1.18151,0.914739
264,1.18151,0.914739
265,1.18151,0.914739
266,1.18151,0.914739
267,1.18151,0.914739
268,1.18151,0.914739
269,1.18151,0.914739
270,1.18151,0.914739
271,1.18151,0.914739
272,1.18151,0.914739
273,1.18151,0.914739
274,1.18151,0.914739
275,1.18903,0.914739
276,1.18903,0.914739
277,1.18903,0.914739
278,1.18903,0.914739
279,1.18903,0.914739
280,1.18903,0.914739
281,1.18903,0.914739
282,1.18903,0.914739
283,1.18903,0.914739
284,1.18903,0.914739
285,1.18903,0.914739
286,1.18903,0.914739
287,1.18903,0.914739
288,1.18903,0.914739
289,1.18903,0.914739
290,1.18903,0.914739
291,1.18903,0.914739
292,1.18903,0.914739
293,1.18903,0.914739
294,1.18903,0.914739
295,1.18903,0.914739
296,1.18903,0.914739
297,1.18903,0.914739
298,1.18903,0.914739
299,1.18903,0.914739
300,1.18903,0.914739
301,1.18903,0.914739
302,1.18903,0.914739
303,1.18903,0.914739
304,1.18903,0.914739
305,1.18903,0.914739
306,1.18903,0.914739
307,1.18903,0.914739
308,1.19609,0.920299
309,1.19609,0.920299
310,1.19609,0.920299
311,1.19609,0.920299
312,1.19609,0.920299
313,1.19684,0.914739
314,1.19684,0.914739
315,1.19684,0.914739
316,1.19684,0.914739
317,1.19684,0.914739
318,1.20769,0.920299
319,1.22104,0.920299
320,1.22104,0.920299
321,1.22104,0.920299
322,1.22104,0.920299
323,1.22104,0.920299
324,1.23232,0.918178
325,1.23232,0.918178
326,1.23232,0.918178
327,1.23232,0.918178
328,1.23232,0.918178
329,1.23232,0.918178
330,1.23232,0.918178
331,1.23232,0.918178
332,1.23232,0.918178
333,1.23232,0.918178
334,1.23232,0.918178
335,1.23232,0.918178
336,1.23232,0.918178
337,1.23232,0.918178
338,1.23232,0.918178
339,1.23232,0.918178
340,1.23232,0.918178
341,1.23232,0.918178
342,1.23232,0.918178
343,1.23232,0.918178
344,1.23232,0.918178
345,1.23232,0.918178
346,1.23232,0.918178
347,1.23232,0.918178
348,1.23232,0.918178
349,1.23232,0.918178
350,1.23232,0.918178
351,1.23232,0.918178
352,1.23232,0.918178
353,1.23232,0.918178
354,1.23232,0.918178
355,1.23232,0.918178
356,1.23232,0.918178
357,1.23232,0.918178
358,1.23232,0.918178
359,1.23232,0.918178
360,1.23232,0.918178
361,1.23232,0.918178
362,1.23232,0.918178
363,1.23232,0.918178
364,1.23232,0.918178
365,1.23232,0.918178
366,1.23232,0.918178
367,1.23232,0.918178
368,1.23232,0.918178
369,1.23232,0.918178
370,1.23232,0.918178
371,1.23232,0.918178
372,1.23232,0.918178
373,1.23232,0.918178
374,1.23232,0.918178
375,1.23232,0.918178
376,1.23232,0.918178
377,1.23232,0.918178
378,1.23232,0.918178
379,1.23232,0.918178
380,1.23232,0.918178
381,1.23232,0.918178
382,1.23232,0.918178
383,1.23232,0.918178
384,1.23232,0.918178
385,1.23232,0.918178
386,1.23232,0.918178
387,1.23232,0.918178
388,1.23232,0.918178
389,1.23232,0.918178
390,1.23232,0.918178
391,1.23232,0.918178
392,1.23232,0.918178
393,1.23232,0.918178
394,1.23232,0.918178
395,1.23232,0.918178
396,1.23232,0.918178
397,1.23232,0.918178
398,1.23232,0.918178
399,1.23232,0.918178
400,1.23232,0.918178
401,1.23232,0.918178
402,1.23232,0.918178
403,1.23232,0.918178
404,1.23232,0.918178
405,1.23232,0.918178
406,1.23232,0.918178
407,1.23232,0.918178
408,1.23232,0.918178
409,1.23232,0.918178
410,1.23232,0.918178
411,1.23232,0.918178
412,1.23232,0.918178
413,1.23232,0.918178
414,1.23232,0.918178
415,1.23232,0.918178
416,1.23232,0.918178
417,1.23232,0.918178
418,1.23232,0.918178
419,1.23232,0.918178
420,1.23232,0.918178
421,1.23232,0.918178
422,1.23232,0.918178
423,1.23232,0.918178
424,1.23232,0.918178
425,1.23232,0.918178
426,1.23232,0.918178
427,1.23232,0.918178
428,1.23232,0.918178
429,1.23232,0.918178
430,1.23232,0.918178
431,1.23232,0.918178
432,1.23232,0.918178
433,1.23232,0.918178
434,1.23232,0.918178
435,1.23232,0.918178
436,1.23232,0.918178
437,1.23232,0.918178
438,1.23232,0.918178
439,1.23232,0.918178
440,1.23232,0.918178
441,1.23232,0.918178
442,1.23232,0.918178
443,1.23232,0.918178
444,1.23232,0.918178
445,1.23232,0.918178
446,1.23232,0.918178
447,1.23232,0.918178
448,1.23232,0.918178
449,1.23232,0.918178
450,1.23232,0.918178
451,1.23232,0.918178
452,1.23232,0.918178
453,1.23232,0.918178
454,1.23232,0.918178
455,1.23232,0.918178
456,1.23232,0.918178
457,1.23232,0.918178
458,1.23232,0.918178
459,1.23232,0.918178
460,1.23232,0.918178
461,1.23232,0.918178
462,1.23232,0.918178
463,1.23232,0.918178
464,1.23232,0.918178
465,1.23232,0.918178
466,1.23232,0.918178
467,1.23232,0.918178
468,1.23232,0.918178
469,1.23232,0.918178
470,1.23232,0.918178
471,1.23232,0.918178
472,1.23232,0.918178
473,1.23232,0.918178
474,1.23232,0.918178
475,1.23232,0.918178
476,1.23232,0.918178
477,1.23232,0.918178
478,1.23232,0.918178
479,1.23232,0.918178
480,1.23232,0.918178
481,1.23232,0.918178
482,1.23232,0.918178
483,1.23232,0.918178
484,1.23232,0.918178
485,1.23232,0.918178
486,1.23232,0.918178
487,1.23232,0.918178
488,1.23232,0.918178
489,1.23232,0.918178
490,1.23232,0.918178
491,1.23232,0.918178
492,1.23232,0.918178
493,1.23232,0.918178
494,1.23232,0.918178
495,1.23232,0.918178
496,1.23232,0.918178
497,1.23232,0.918178
498,1.23232,0.918178
499,1.23232,0.918178
500,1.23232,0.918178
501,1.23232,0.918178
502,1.23232,0.918178
503,1.23232,0.918178
504,1.23232,0.918178
505,1.23232,0.918178
506,1.23232,0.918178
507,1.23232,0.918178
508,1.23232,0.918178
509,1.23232,0.918178
510,1.23232,0.918178
511,1.23232,0.918178
512,1.23232,0.918178
513,1.23232,0.918178
514,1.23232,0.918178
515,1.23232,0.918178
516,1.23232,0.918178
517,1.23232,0.918178
518,1.23232,0.918178
519,1.23232,0.918178
520,1.23232,0.918178
521,1.23232,0.918178
522,1.23232,0.918178
523,1.23232,0.918178
524,1.23232,0.918178
525,1.23232,0.918178
526,1.23232,0.918178
527,1.23232,0.918178
528,1.23232,0.918178
529,1.23232,0.918178
530,1.23232,0.918178
531,1.23232,0.918178
532,1.23232,0.918178
533,1.23232,0.918178
534,1.23232,0.918178
535,1.23232,0.918178
536,1.23232,0.918178
537,1.23232,0.918178
538,1.23232,0.918178
539,1.23232,0.918178
540,1.23232,0.918178
541,1.23232,0.918178
542,1.23232,0.918178
543,1.23232,0.918178
544,1.23232,0.918178
545,1.23232,0.918178
546,1.23232,0.918178
547,1.23232,0.918178
548,1.23232,0.918178
549,1.23232,0.918178
550,1.23232,0.918178
551,1.23232,0.918178
552,1.23232,0.918178
553,1.23232,0.918178
554,1.23232,0.918178
555,1.23232,0.918178
556,1.23232,0.918178
557,1.23232,0.918178
558,1.23232,0.918178
559,1.23232,0.918178
560,1.23232,0.918178
561,1.23232,0.918178
562,1.23232,0.918178
563,1.23232,0.918178
564,1.23232,0.918178
565,1.23232,0.918178
566,1.23232,0.918178
567,1.23232,0.918178
568,1.23232,0.918178
569,1.23232,0.918178
570,1.23232,0.918178
571,1.23232,0.918178
572,1.23232,0.918178
573,1.23232,0.918178
574,1.23232,0.918178
575,1.23232,0.918178
576,1.23232,0.918178
577,1.23232,0.918178
578,1.23232,0.918178
579,1.23232,0.918178
580,1.23232,0.918178
581,1.23232,0.918178
582,1.23232,0.918178
583,1.23232,0.918178
584,1.23232,0.918178
585,1.23232,0.918178
586,1.23232,0.918178
587,1.23232,0.918178
588,1.23232,0.918178
589,1.23232,0.918178
590,1.23232,0.918178
591,1.23232,0.918178
592,1.23232,0.918178
593,1.23232,0.918178
594,1.23232,0.918178
595,1.23232,0.918178
596,1.23232,0.918178
597,1.23232,0.918178
598,1.23232,0.918178
599,1.23232,0.918178
600,1.23232,0.918178
601,1.23232,0.918178
602,1.23232,0.918178
603,1.23232,0.918178
604,1.23232,0.918178
605,1.23232,0.918178
606,1.23232,0.918178
607,1.23232,0.918178
608,1.23232,0.918178
609,1.23232,0.918178
610,1.23232,0.918178
611,1.23232,0.918178
612,1.23232,0.918178
613,1.23232,0.918178
614,1.23232,0.918178
615,1.23232,0.918178
616,1.23232,0.918178
617,1.23232,0.918178
618,1.23232,0.918178
619,1.23232,0.918178
620,1.23232,0.918178
621,1.23232,0.918178
622,1.23232,0.918178
623,1.23232,0.918178
624,1.23232,0.918178
625,1.23232,0.918178
626,1.23232,0.918178
627,1.23232,0.918178
628,1.23232,0.918178
629,1.23232,0.918178
630,1.23232,0.918178
631,1.23232,0.918178
632,1.23232,0.918178
633,1.23232,0.918178
634,1.23232,0.918178
635,1.23232,0.918178
636,1.23232,0.918178
637,1.23232,0.918178
638,1.23232,0.918178
639,1.23232,0.918178
640,1.23232,0.918178
641,1.23232,0.918178
642,1.23232,0.918178
643,1.23232,0.918178
644,1.23232,0.918178
645,1.23232,0.918178
646,1.23232,0.918178
647,1.23232,0.918178
648,1.23232,0.918178
649,1.23232,0.918178
650,1.23232,0.918178
651,1.23232,0.918178
652,1.23232,0.918178
653,1.23232,0.918178
654,1.23232,0.918178
655,1.23232,0.918178
656,1.23232,0.918178
657,1.23232,0.918178
658,1.23232,0.918178
659,1.23232,0.918178
660,1.23232,0.918178
661,1.23232,0.918178
